"","FEEDER_NAM","GRIDID","KE_IBC","KE_REGION","received","billed","com","res","ind","tot","losses","comRel","resRel","indRel"
"186","Bhoray Khan","27","Liaquatabad",3,13848555.6,9962207.56862801,589,3775,14,4379,0.280632012725716,0.134505594884677,0.862068965517241,0.00319707695820964
"187","Bijli Nagar","34","Orangi-I",0,11113200.8,6875927.939,366,1071,132,1570,0.381282848862049,0.23312101910828,0.682165605095541,0.0840764331210191
"188","Bilal Chowrangi RMU","24","Korangi",2,12739944.4,7635052.66848003,349,2200,13,2563,0.400699686846355,0.136168552477565,0.858369098712446,0.00507218103784627
"189","Bilal Coach","9","Baldia",0,9763006,5549694.39210186,262,3106,1,3370,0.431558846516958,0.0777448071216617,0.921661721068249,0.00029673590504451
"190","Bilal Town","31","North Karachi",3,14869984.5477316,11829597.755,293,1925,3,2222,0.204464690798579,0.131863186318632,0.866336633663366,0.00135013501350135
"191","Billing Zone","34","Orangi-I",0,14954397.68,5951818.939,690,2367,43,3101,0.602002095546786,0.222508868107062,0.763302160593357,0.0138664946791358
"192","Billy's Paradise","77","Johar-I",2,8591712,7519912.85913072,205,1884,0,2090,0.124748029364728,0.0980861244019139,0.901435406698565,0
"193","Bio Link","37","Bin Qasim",2,7112987.76,8132313.83356536,4,0,17,22,-0.143304910391883,0.181818181818182,0,0.772727272727273
"194","Bismillah Chowk","34","Orangi-II",0,12245000.32,8202193.90900604,219,2611,0,2831,0.330159763604968,0.0773578240904274,0.9222889438361,0
"195","Bismillah Mkt (Noorani Hotel)","40","Nazimabad",3,16745406,9905135.32220569,554,1164,8,1727,0.408486403840809,0.320787492762015,0.674001158077591,0.00463231036479444
"196","Bismillah Tower","17","Johar-I",2,2366390.4,2021899.04671485,14,680,0,695,0.145576720259322,0.0201438848920863,0.97841726618705,0
"197","Blessing Plaza","32","North Nazimabad",3,13951361.6,11854434.4477352,414,2141,4,2560,0.150302688180973,0.16171875,0.836328125,0.0015625
"198","Block-5 RMU","16","Shah Faisal",2,8152416.2,3869131.87306536,135,1259,7,1402,0.525400595584735,0.0962910128388017,0.898002853067047,0.00499286733238231
"199","Block-G","32","North Nazimabad",3,12539256.4,9153051.32437796,730,1702,23,2456,0.270048316072558,0.297231270358306,0.69299674267101,0.00936482084690554
"200","Block-N Pumping","12","North Nazimabad",3,12009069.6,9653218.65968608,169,584,2,756,0.196172644408183,0.223544973544974,0.772486772486772,0.00264550264550265
"201","Block A Pumping","32","North Nazimabad",3,8372664,7341229.59415779,257,1725,12,1995,0.123190707980425,0.128822055137845,0.864661654135338,0.00601503759398496
"202","Block D","29","Malir",2,13559227.2,7537847.43164261,238,1929,7,2175,0.444079863810925,0.109425287356322,0.886896551724138,0.0032183908045977
"203","Bombay & Co.","1","Saddar",4,10436456.8,9325717.776,47,640,0,688,0.106428747350346,0.0683139534883721,0.930232558139535,0
"204","Boots Pharma","23","KIMZ",2,17094638.8,15155858.6761307,25,36,26,88,0.113414512383221,0.284090909090909,0.409090909090909,0.295454545454545
"205","BOSE","32","Nazimabad",3,745978.2,580915.951,266,1545,1,1813,0.22126953441803,0.146718146718147,0.852178709321566,0.000551571980143409
"206","Bridg. Javed RMU","3","Defence",4,2050825.44,1785409.97586471,258,768,2,1029,0.12941884714249,0.250728862973761,0.746355685131195,0.00194363459669582
"207","Bright Star","46","Surjani",3,15787673.1,9914743.238,783,2523,13,3320,0.37199464574675,0.235843373493976,0.759939759036145,0.00391566265060241
"208","Broughs Well Come","40","SITE",0,16319918.24,15877553.989,61,160,35,257,0.0271057884294891,0.237354085603113,0.622568093385214,0.136186770428016
"209","Buffer Zone Pump","31","North Karachi",3,18536684.5878593,15311924.877,404,2460,2,2867,0.173966368989811,0.140913847227067,0.858039762818277,0.00069759330310429
"210","Bureau of Lab","1","Defence",4,15946708.8,14896564.1002152,25,317,0,343,0.065853381594628,0.0728862973760933,0.924198250728863,0
"211","Burma Oil","33","Lyari-I",0,5710506,5089370.661,939,753,4,1697,0.108770630658649,0.553329404832057,0.443724219210371,0.00235710076605775
"212","Burma Shell","4","Clifton",4,9156780.16,8449414.884,132,92,4,229,0.0772504377783381,0.576419213973799,0.40174672489083,0.0174672489082969
"213","Burns Garden","20","Saddar",4,9909749,8361765.135,420,769,29,1219,0.156208180953927,0.344544708777687,0.63084495488105,0.0237899917965546
"214","Burshane Gas","35","KIMZ",2,16905349.2,16433502.5182614,20,636,17,674,0.027911087559112,0.029673590504451,0.943620178041543,0.0252225519287834
"215","Burton Road","38","Saddar",4,4849842.8,6920955.133,21,90,0,112,-0.427047312337629,0.1875,0.803571428571429,0
"216","Bus Terminal","9","Baldia",0,17656260.6,12827751.1185099,382,1413,11,1807,0.273472939195861,0.211400110680686,0.781959048146099,0.006087437742114
"217","Business Center","25","Tipu Sultan",5,9401477.8,8329147.5642851,1098,1235,2,2336,0.114059753001268,0.470034246575342,0.528681506849315,0.000856164383561644
"218","C-1 Area","27","Liaquatabad",3,12090876.16,8297135.92190588,723,2334,43,3101,0.313768844200462,0.233150596581748,0.752660432118671,0.0138664946791358
"219","C-Station","35","KIMZ",2,10279070.8,9981388.6574579,665,1884,13,2563,0.0289600245327723,0.259461568474444,0.735076082715568,0.00507218103784627
"220","Cafe Milat (Nairang Cinema)","6","Liaquatabad",3,12090876.16,8297135.92190588,847,1904,28,2780,0.313768844200462,0.304676258992806,0.684892086330935,0.0100719424460432
"221","Caltex","4","Clifton",4,7689130.8,4437525.663,114,2050,1,2166,0.422883316928358,0.0526315789473684,0.946445060018467,0.000461680517082179
"222","Cantt Pumping","16","Shah Faisal",2,9090390.6,5217037.96613072,158,1682,4,1845,0.426093091519003,0.0856368563685637,0.911653116531165,0.0021680216802168
"223","Capri Cinema","14","Garden",5,10226328,9706637.19396566,105,1350,0,1456,0.0508189064573657,0.0721153846153846,0.927197802197802,0
"224","Carlton Hotel","3","Defence",4,4607424.8,4298479.87022545,179,179,0,359,0.0670537107354522,0.498607242339833,0.498607242339833,0
"225","Cast Iron","30","SITE",0,6636476.96,6263984.559,67,9,34,111,0.0561280334799806,0.603603603603604,0.0810810810810811,0.306306306306306
"226","Cattle Colony RMU","21","Bin Qasim",2,13992704,11277110.5371307,1131,1782,7,2921,0.194072100922687,0.387196165696679,0.610065046217049,0.00239643957548785
"227","CBR Income Tax Building","14","Saddar",4,7327438.8,6259473.872,248,616,8,873,0.145748733923237,0.284077892325315,0.70561282932417,0.00916380297823597
"228","Ceaser Tower","11","Saddar",4,4415473.92,4086876,353,1,0,355,0.0744196265120279,0.994366197183099,0.0028169014084507,0
"229","Central Card Board","29","Malir",2,11953049.52,7626167.21106536,214,1867,1,2083,0.361989825416087,0.102736437830053,0.896303408545367,0.000480076812289966
"230","Central Plaza-A","20","Garden",5,169841.796,158605,1134,0,0,1135,0.0661603696183241,0.999118942731278,0,0
"231","Central Plaza-B","20","Garden",5,1086441.888,1040223,3,0,0,4,0.0425415187968158,0.75,0,0
"232","Century Engineering (NCB)","67","North Karachi",3,17640512.5437535,16553701.499,18,0,24,43,0.061608813352667,0.418604651162791,0,0.558139534883721
"233","Chakra Goth RMU","35","Korangi",2,16368859.9397562,10783606.5522214,0,0,0,1,0.34121211911463,0,0,0
"234","Chambaili RMU","67","Gadap",2,17664785.6,10048009.7783639,317,2676,3,2997,0.431184164592185,0.105772439105772,0.892892892892893,0.001001001001001
"235","Chand Market","12","F.B Area",3,11187158.4,9398298.4581619,0,0,0,1,0.159902977849862,0,0,0
"236","Chandni Chowk","34","Orangi-II",0,18556340.4,12168853.3550513,535,1407,24,1967,0.344221269240607,0.27198779867819,0.715302491103203,0.0122013218098627
"237","Chapal Luxury","4","Clifton",4,8381688.005,8187216.468,665,578,0,1244,0.023201953697631,0.534565916398714,0.464630225080386,0
"238","Chapple Builder","17","Johar-II",2,12895031,7273968.17556536,271,1140,0,1412,0.435909213745561,0.191926345609065,0.807365439093484,0
"239","Chawla Flat","6","Garden",5,16180208,9852397.66411371,644,4174,16,4835,0.391083373952071,0.133195449844881,0.863288521199586,0.00330920372285419
"240","Chayle Corner RMU","50","Defence",4,7835786.64,7354832.30971379,0,0,0,1,0.0613792019082096,0,0,0
"241","Chinese Consulate","4","Clifton",4,12667919.84,11696916.4184227,559,1204,0,1764,0.0766505814562595,0.316893424036281,0.682539682539683,0
"242","Chishtia Flour","24","KIMZ",2,9412301.68912582,9489101.05213072,66,26,47,140,-0.00815946678522108,0.471428571428571,0.185714285714286,0.335714285714286
"243","City Center","6","Bahadurabad",5,11131304.8,7561613.43,268,1705,13,1987,0.32068939213667,0.134876698540513,0.858077503774535,0.00654252642174132
"244","City Govt Printing Press","14","Garden",5,11594108.4,8970044.85264294,1024,2547,96,3668,0.226327325640414,0.27917121046892,0.694383860414395,0.0261723009814613
"245","City Mall","25","Tipu Sultan",5,6839085,6430716.09979304,735,208,0,944,0.0597110432472999,0.778601694915254,0.220338983050847,0
"246","Civic View","18","Gulshan-e-Iqbal",3,15407694.075,13116481.3179821,514,3298,7,3820,0.148705753493353,0.13455497382199,0.863350785340314,0.00183246073298429
"247","Clayton Qtr","76","Bahadurabad",5,5340218.4,3657370.86,202,1474,7,1684,0.315127100419713,0.119952494061758,0.875296912114014,0.00415676959619952
"248","Clifton-2","1","Clifton",4,10963670.8,10471584.9405,777,1623,0,2401,0.0448833122114539,0.323615160349854,0.675968346522282,0
"249","Clifton Center","4","Clifton",4,7948296.4,7401640.261,584,352,0,937,0.0687765165627191,0.623265741728922,0.375667022411953,0
"250","CMH","1","Defence",4,14770009.1,12806822.6532525,429,1667,0,2097,0.132917077671097,0.204577968526466,0.794945159752027,0
"251","Coast Guard","66","Korangi",2,19025152,11588430.1392214,431,4124,6,4562,0.390888959035837,0.0944761069706269,0.903989478298992,0.00131521262604121
"252","COD Hills","18","Gulshan-e-Iqbal",3,13592712.72,12051650.7810542,60,819,0,880,0.113374127055472,0.0681818181818182,0.930681818181818,0
"253","Commerce Center","11","Saddar",4,6557837.44,5756750.003,787,210,15,1013,0.122157257530312,0.776900296150049,0.207305034550839,0.0148075024679171
"254","Commerce College RMU","38","Saddar",4,7109700.4,7302265.7135,257,11,0,269,-0.0270848703413719,0.955390334572491,0.0408921933085502,0
"255","Commercial Cold Storage","33","Lyari-II",0,6197077.7,5745892.37,1168,3519,190,4878,0.0728061437732175,0.239442394423944,0.72140221402214,0.038950389503895
"256","Common Facility","30","SITE",0,5352230.6,4967803.82,18,1,16,36,0.0718255263515737,0.5,0.0277777777777778,0.444444444444444
"257","Community Center","41","SITE",0,7100640.07,6799985.419,54,2,46,103,0.0423419083401026,0.524271844660194,0.0194174757281553,0.446601941747573
"258","Community Hall","16","Shah Faisal",2,12404471.2,7779089.60313072,282,2216,8,2507,0.372880191528784,0.112485041882728,0.883925009972078,0.00319106501794974
"259","Comp. High School","66","Korangi",2,11852541.6,5590967.26222143,681,1133,6,1821,0.528289589616675,0.373970345963756,0.622185612300933,0.00329489291598023
"260","Comprehensive School","75","F.B Area",3,13213217.6,10409966.5470478,318,2390,4,2713,0.212155066072038,0.117213416881681,0.880943604865463,0.00147438260228529
"261","Concrete Engg.","26","Bin Qasim",2,8306869.6,3420346.71656536,177,1607,0,1785,0.588250823563505,0.0991596638655462,0.900280112044818,0
"262","COP RMU","20","Bahadurabad",5,14880333.6,9278462.86,730,3078,12,3821,0.376461367774712,0.191049463491233,0.80554828578906,0.00314053912588328
"263","Cosmos Plaza","12","F.B Area",3,10348003.6,9819013.76302183,659,2068,5,2733,0.0511199896546394,0.241126966703257,0.756677643615075,0.00182949140139041
"264","Cotton Exchange","11","Saddar",4,3494152.64,3099114,873,19,0,893,0.113057064387433,0.977603583426652,0.0212765957446809,0
"265","Cotton Research","38","Saddar",5,11020922,6141379.785,304,1373,0,1678,0.442752631313424,0.181168057210965,0.81823599523242,0
"266","Country Tower","31","North Karachi",3,14974440.7304845,10768150.428,807,3640,33,4481,0.280897989994477,0.180093729078331,0.812318678866324,0.00736442758312877
"267","County Garden","77","Johar-II",2,859548.8,682533.057,115,1022,0,1138,0.205940306123399,0.101054481546573,0.898066783831283,0
"268","Court Road RMU","11","Saddar",4,6993543.04,5736897.5104907,1477,1092,58,2628,0.179686536898657,0.562024353120244,0.415525114155251,0.0220700152207002
"269","Crecent Arcade","31","Surjani",3,16748540.6,11889174.89,687,2668,1,3357,0.290136664802902,0.204647006255585,0.794757223711647,0.000297885016383676
"270","Creek City S/S-1","54","Defence",4,1037236.64,986778,0,122,0,123,0.0486471823826046,0,0.991869918699187,0
"271","Creek City S/S-3","54","Defence",4,3526181.28,3266913,1,249,0,251,0.0735266452324879,0.00398406374501992,0.99203187250996,0
"272","Creek City S/S-4","54","Defence",4,1495912,1425597,1,122,0,124,0.0470047703340838,0.00806451612903226,0.983870967741935,0
"273","Creek City S/S-5","54","Defence",4,1397336.16,1297464,0,122,0,123,0.0714732523632682,0,0.991869918699187,0
"274","Creek City S/S-6","54","Defence",4,1238477.35,1178205,0,122,0,123,0.0486664935777793,0,0.991869918699187,0
"275","Creek Club","54","Defence",4,12946149.28,11816400.9708438,114,406,2,523,0.0872652002322772,0.217973231357553,0.776290630975143,0.00382409177820268
"276","Crown Cinema","28","Lyari-I",0,13615067.7489867,10326538.4997198,1143,2974,34,4152,0.241536018027647,0.27528901734104,0.716281310211946,0.0081888246628131
"277","Crown Garden","17","Johar-I",2,9999900.36169362,7428376.51328021,250,2134,0,2385,0.257154947089681,0.10482180293501,0.894758909853249,0
"278","Crown Grinding","30","Baldia",0,7707088.4,4383744.85405898,243,1131,15,1390,0.431206101897186,0.174820143884892,0.813669064748201,0.0107913669064748
"279","Crown Plaza","31","North Karachi",3,20864653.6,17404623.775,857,2227,4,3089,0.165832124095269,0.277436063450955,0.720945289737779,0.00129491744901263
"280","Crystal Ice","67","North Karachi",3,13786915.4248797,12818400.414,29,2,89,121,0.0702488541513765,0.239669421487603,0.0165289256198347,0.735537190082645
"281","Custom Society","4","Clifton",4,9885057.6,9332898.176,525,608,1,1135,0.0558579875144077,0.462555066079295,0.53568281938326,0.000881057268722467
"282","Dada Enterprise","40","SITE",0,22618798.32,21148992.1754692,112,0,72,185,0.0649816194360413,0.605405405405405,0,0.389189189189189
"283","Dada Terrace","6","Bahadurabad",5,6641987,5959151.93,220,921,0,1142,0.102805842588972,0.192644483362522,0.806479859894921,0
"284","Damlotee-I","29","Malir",2,850785.4,628251.15555722,13,15,1,30,0.261563308964611,0.433333333333333,0.5,0.0333333333333333
"285","Darakhshan-4","3","Defence",4,6134172.8,5779497.27180569,86,584,0,671,0.057819618024831,0.128166915052161,0.870342771982116,0
"286","Darululloom","23","Korangi",2,17310784.4,10290650.1284175,407,2982,27,3417,0.405535307318744,0.119110330699444,0.872695346795435,0.00790166812993854
"287","Darus Salam","35","KIMZ",2,2914761.6,2464700.41735017,98,685,3,787,0.154407544908588,0.124523506988564,0.870393900889454,0.00381194409148666
"288","Dastagir Society","75","F.B Area",3,15050446.4,10550948.4376843,347,3597,11,3956,0.298961096749641,0.0877148634984833,0.909251769464105,0.00278058645096057
"289","Data Chowk","34","Orangi-II",0,19508810.76,12138379.4747263,395,5769,7,6172,0.377800132255406,0.06399870382372,0.934705119896306,0.00113415424497732
"290","Dawood Cotton","26","Landhi",2,19950542.4,11190108.2202218,564,3788,9,4362,0.439107569314917,0.1292984869326,0.868408986703347,0.00206327372764787
"291","Decent Garden","17","Johar-II",2,12119272,9706339.58656536,526,1942,0,2469,0.199098791860983,0.213041717294451,0.786553260429324,0
"292","Deenar House","42","Lyari-I",0,966570.133333333,962789,257,6,2,266,0.00391190789259504,0.966165413533835,0.0225563909774436,0.0075187969924812
"293","Defence-10","1","Defence",4,10490629.6,9359911.71989536,305,789,1,1096,0.10778360529521,0.278284671532847,0.719890510948905,0.000912408759124088
"294","Defence-12","1","Defence",4,10526533.6,9632442.58762309,791,1222,1,2015,0.0849368886617063,0.392555831265509,0.606451612903226,0.000496277915632754
"295","Defence-14","3","Defence",4,9449035.2,8835018.79156839,0,0,0,1,0.0649819156596659,0,0,0
"296","Defence-15","3","Defence",4,10643806.8,9873722.90152651,10,624,0,635,0.0723504205725993,0.015748031496063,0.982677165354331,0
"297","Defence-2","1","Defence",4,5678915.6,5299905.12599696,36,475,0,512,0.0667399378154241,0.0703125,0.927734375,0
"298","Defence-30","1","Defence",4,2108730.36,1839428.4101973,236,215,0,452,0.127708101002869,0.52212389380531,0.475663716814159,0
"299","Defence-7","1","Defence",4,16465490.4,15049690.6467902,246,945,1,1193,0.0859858843444977,0.206202849958089,0.792120704107293,0.000838222967309304
"300","Defence-9","1","Defence",4,6544925.2,5996763.06495112,22,706,0,729,0.083753766207882,0.0301783264746228,0.968449931412894,0
"301","Defence Pumping-1","1","Defence",4,16344452.4,15199957.1827377,339,1465,1,1806,0.0700234666327723,0.187707641196013,0.811184939091916,0.000553709856035437
"302","Defence Pumping-2","3","Defence",4,17611639.2941176,16050609.8313023,560,882,4,1447,0.0886362386116261,0.387007601935038,0.609536973047685,0.0027643400138217
"303","Defence Pumping-3","50","Defence",4,11638476.08,10696236.3549338,0,0,0,1,0.0809590292225118,0,0,0
"304","Defence Pumping-4","50","Defence",4,5781391.44,5177128.90214061,0,0,0,1,0.10451853055281,0,0,0
"305","Defence View-1","2","Defence",4,16811027.2,14637228.3752983,0,0,0,1,0.129307911934239,0,0,0
"306","Degree Science College","74","Malir",2,19087957.7097826,11417745.7372088,448,3489,7,3945,0.401835130252977,0.113561470215463,0.884410646387833,0.0017743979721166
"307","Deh Huderwa","13","Gadap",2,4177153.44,1883217.73236392,56,224,5,286,0.549162423785917,0.195804195804196,0.783216783216783,0.0174825174825175
"308","Deh Kathore","29","Malir",2,28776350.16,19737972.599014,33,197,0,231,0.314090477448722,0.142857142857143,0.852813852813853,0
"309","Deh Landhi","26","Bin Qasim",2,10843902,5210993.12713072,167,986,3,1157,0.519454055640606,0.144338807260156,0.852203975799481,0.00259291270527226
"310","Deh Shah Mureed","13","Gadap",2,8842142.42,4339522.40336392,182,355,9,547,0.509222742946508,0.3327239488117,0.648994515539305,0.0164533820840951
